,customer_id,signup_date,true_lifetime_days
930,C00930,2025-03-05,202
931,C00931,2025-03-13,204
932,C00932,2025-10-26,59
933,C00933,2025-08-31,141
934,C00934,2025-08-30,118
935,C00935,2025-02-01,289
936,C00936,2025-09-25,179
937,C00937,2025-01-19,149
938,C00938,2025-04-11,44
939,C00939,2025-01-03,171
940,C00940,2025-07-19,44
941,C00941,2025-09-18,99
942,C00942,2025-10-29,51
943,C00943,2025-12-02,200
944,C00944,2025-02-10,67
945,C00945,2025-01-17,112
946,C00946,2025-10-04,310
947,C00947,2025-01-17,67
948,C00948,2025-01-09,143
949,C00949,2025-03-11,119
950,C00950,2025-04-18,30
951,C00951,2025-03-08,243
952,C00952,2025-01-21,31
953,C00953,2025-02-20,134
954,C00954,2025-02-15,158
955,C00955,2025-05-04,178
956,C00956,2025-06-21,199
957,C00957,2025-11-28,79
958,C00958,2025-09-16,30
959,C00959,2025-10-02,212
960,C00960,2025-07-24,150
961,C00961,2025-09-05,267
962,C00962,2025-04-10,258
963,C00963,2025-10-22,271
964,C00964,2025-09-05,136
965,C00965,2025-02-10,98
966,C00966,2025-01-09,242
967,C00967,2025-02-11,128
968,C00968,2025-08-21,62
969,C00969,2025-11-19,279
970,C00970,2025-02-18,299
971,C00971,2025-06-07,131
972,C00972,2025-07-31,33
973,C00973,2025-11-10,111
974,C00974,2025-10-01,249
975,C00975,2025-07-13,315
976,C00976,2025-07-03,67
977,C00977,2025-07-11,30
978,C00978,2025-04-22,295
979,C00979,2025-01-28,112
980,C00980,2025-08-21,152
981,C00981,2025-08-21,365
982,C00982,2025-10-25,30
983,C00983,2025-05-19,185
984,C00984,2025-07-22,32
985,C00985,2025-09-27,108
986,C00986,2025-06-07,249
987,C00987,2025-10-22,123
988,C00988,2025-11-18,365
989,C00989,2025-08-14,157
990,C00990,2025-06-29,95
991,C00991,2025-02-17,71
992,C00992,2025-04-16,102
993,C00993,2025-06-29,108
994,C00994,2025-10-26,30
995,C00995,2025-08-28,107
996,C00996,2025-02-17,131
997,C00997,2025-03-24,212
998,C00998,2025-05-21,188
999,C00999,2025-09-08,207
1000,C01000,2025-01-15,30
1001,C01001,2025-11-23,70
1002,C01002,2025-11-28,189
1003,C01003,2025-08-02,136
1004,C01004,2025-01-07,30
1005,C01005,2025-08-07,249
1006,C01006,2025-02-12,233
1007,C01007,2025-06-27,154
1008,C01008,2025-02-03,30
1009,C01009,2025-04-19,231
1010,C01010,2025-05-01,164
1011,C01011,2025-06-02,238
1012,C01012,2025-11-18,224
1013,C01013,2025-06-29,248
1014,C01014,2025-07-20,145
1015,C01015,2025-03-17,51
1016,C01016,2025-06-29,193
1017,C01017,2025-10-17,176
1018,C01018,2025-01-13,220
1019,C01019,2025-01-05,58
1020,C01020,2025-06-13,64
1021,C01021,2025-07-26,305
1022,C01022,2025-08-30,223
1023,C01023,2025-08-10,321
1024,C01024,2025-04-04,227
1025,C01025,2025-02-14,168
1026,C01026,2025-02-24,187
1027,C01027,2025-02-07,304
1028,C01028,2025-02-23,163
1029,C01029,2025-09-25,180
1030,C01030,2025-07-08,55
1031,C01031,2025-11-22,133
1032,C01032,2025-03-24,210
1033,C01033,2025-01-07,83
1034,C01034,2025-10-26,66
1035,C01035,2025-07-22,93
1036,C01036,2025-05-17,76
1037,C01037,2025-11-10,69
1038,C01038,2025-02-03,121
1039,C01039,2025-02-04,321
1040,C01040,2025-04-29,142
1041,C01041,2025-07-15,63
1042,C01042,2025-08-21,33
1043,C01043,2025-05-07,202
1044,C01044,2025-08-14,110
1045,C01045,2025-08-21,258
1046,C01046,2025-01-21,189
1047,C01047,2025-06-15,245
1048,C01048,2025-01-13,83
1049,C01049,2025-07-23,200
1050,C01050,2025-02-13,81
1051,C01051,2025-01-09,357
1052,C01052,2025-07-29,181
1053,C01053,2025-08-19,96
1054,C01054,2025-09-02,83
1055,C01055,2025-02-19,63
1056,C01056,2025-10-13,201
1057,C01057,2025-11-04,70
1058,C01058,2025-02-10,168
1059,C01059,2025-02-09,81
1060,C01060,2025-05-03,190
1061,C01061,2025-03-11,255
1062,C01062,2025-03-21,236
1063,C01063,2025-02-04,228
1064,C01064,2025-08-24,63
1065,C01065,2025-08-15,36
1066,C01066,2025-06-04,203
1067,C01067,2025-01-24,107
1068,C01068,2025-12-02,123
1069,C01069,2025-01-18,30
1070,C01070,2025-10-09,80
1071,C01071,2025-07-07,30
1072,C01072,2025-01-28,296
1073,C01073,2025-07-19,76
1074,C01074,2025-05-15,157
1075,C01075,2025-01-24,30
1076,C01076,2025-08-08,191
1077,C01077,2025-07-02,96
1078,C01078,2025-02-15,311
1079,C01079,2025-10-01,303
1080,C01080,2025-04-03,96
1081,C01081,2025-11-08,314
1082,C01082,2025-09-04,365
1083,C01083,2025-09-19,260
1084,C01084,2025-02-12,272
1085,C01085,2025-05-07,78
1086,C01086,2025-11-16,162
1087,C01087,2025-07-28,30
1088,C01088,2025-03-27,38
1089,C01089,2025-06-07,365
1090,C01090,2025-06-04,96
1091,C01091,2025-07-04,223
1092,C01092,2025-11-08,250
1093,C01093,2025-06-06,281
1094,C01094,2025-05-19,365
1095,C01095,2025-06-25,76
1096,C01096,2025-06-09,30
1097,C01097,2025-02-21,117
1098,C01098,2025-10-01,48
1099,C01099,2025-07-06,30
1100,C01100,2025-07-02,105
1101,C01101,2025-06-30,239
1102,C01102,2025-10-15,159
1103,C01103,2025-09-10,93
1104,C01104,2025-06-09,187
1105,C01105,2025-07-08,74
1106,C01106,2025-08-07,30
1107,C01107,2025-10-01,230
1108,C01108,2025-05-28,177
1109,C01109,2025-10-15,229
1110,C01110,2025-01-10,30
1111,C01111,2025-03-21,267
1112,C01112,2025-04-23,175
1113,C01113,2025-07-15,158
1114,C01114,2025-05-02,177
1115,C01115,2025-05-06,285
1116,C01116,2025-01-19,165
1117,C01117,2025-11-01,164
1118,C01118,2025-06-28,365
1119,C01119,2025-02-21,226
1120,C01120,2025-02-01,125
1121,C01121,2025-02-20,206
1122,C01122,2025-07-12,112
1123,C01123,2025-11-14,73
1124,C01124,2025-11-15,168
1125,C01125,2025-03-21,343
1126,C01126,2025-09-16,344
1127,C01127,2025-06-11,100
1128,C01128,2025-05-23,148
1129,C01129,2025-08-12,69
1130,C01130,2025-08-11,365
1131,C01131,2025-04-25,365
1132,C01132,2025-06-20,185
1133,C01133,2025-01-18,249
1134,C01134,2025-07-24,209
1135,C01135,2025-03-14,167
1136,C01136,2025-10-09,30
1137,C01137,2025-07-25,128
1138,C01138,2025-02-18,194
1139,C01139,2025-03-12,195
1140,C01140,2025-06-24,108
1141,C01141,2025-09-07,361
1142,C01142,2025-10-09,58
1143,C01143,2025-02-18,141
1144,C01144,2025-06-08,200
1145,C01145,2025-11-25,202
1146,C01146,2025-01-16,185
1147,C01147,2025-01-24,84
1148,C01148,2025-03-31,55
1149,C01149,2025-01-14,181
1150,C01150,2025-03-23,169
1151,C01151,2025-01-09,61
1152,C01152,2025-10-10,205
1153,C01153,2025-03-29,129
1154,C01154,2025-04-08,192
1155,C01155,2025-04-18,267
1156,C01156,2025-09-27,58
1157,C01157,2025-10-13,30
1158,C01158,2025-08-28,236
1159,C01159,2025-09-02,172
1160,C01160,2025-03-14,203
1161,C01161,2025-02-15,268
1162,C01162,2025-08-29,248
1163,C01163,2025-09-06,365
1164,C01164,2025-09-16,150
1165,C01165,2025-02-18,137
1166,C01166,2025-08-05,115
1167,C01167,2025-02-04,54
1168,C01168,2025-06-21,161
1169,C01169,2025-06-04,84
1170,C01170,2025-04-24,335
1171,C01171,2025-01-26,164
1172,C01172,2025-11-26,167
1173,C01173,2025-01-07,103
1174,C01174,2025-03-15,30
1175,C01175,2025-06-25,30
1176,C01176,2025-07-05,120
1177,C01177,2025-09-09,35
1178,C01178,2025-07-09,171
1179,C01179,2025-08-13,297
1180,C01180,2025-10-28,299
1181,C01181,2025-02-21,189
1182,C01182,2025-05-29,68
1183,C01183,2025-09-12,284
1184,C01184,2025-12-01,301
1185,C01185,2025-02-03,65
1186,C01186,2025-05-20,218
1187,C01187,2025-11-22,87
1188,C01188,2025-04-13,248
1189,C01189,2025-05-22,365
1190,C01190,2025-08-06,30
1191,C01191,2025-11-13,311
1192,C01192,2025-03-17,176
1193,C01193,2025-02-13,365
1194,C01194,2025-03-22,131
1195,C01195,2025-04-25,274
1196,C01196,2025-04-21,30
1197,C01197,2025-10-11,99
1198,C01198,2025-02-26,30
1199,C01199,2025-09-13,365
1200,C01200,2025-05-15,256
1201,C01201,2025-06-28,277
1202,C01202,2025-08-05,355
1203,C01203,2025-10-05,35
1204,C01204,2025-05-02,111
1205,C01205,2025-07-28,31
1206,C01206,2025-04-23,68
1207,C01207,2025-05-08,73
1208,C01208,2025-08-10,132
1209,C01209,2025-05-08,82
1210,C01210,2025-11-19,40
1211,C01211,2025-11-24,58
1212,C01212,2025-10-24,52
1213,C01213,2025-04-10,365
1214,C01214,2025-02-25,227
1215,C01215,2025-05-16,365
1216,C01216,2025-04-01,125
1217,C01217,2025-02-28,85
1218,C01218,2025-04-12,246
1219,C01219,2025-11-29,96
1220,C01220,2025-07-02,90
1221,C01221,2025-11-04,74
1222,C01222,2025-08-16,48
1223,C01223,2025-08-27,80
1224,C01224,2025-05-02,103
1225,C01225,2025-02-13,194
1226,C01226,2025-09-19,30
1227,C01227,2025-01-11,68
1228,C01228,2025-07-10,251
1229,C01229,2025-07-28,52
1230,C01230,2025-10-22,100
1231,C01231,2025-10-23,285
1232,C01232,2025-10-30,54
1233,C01233,2025-11-16,35
1234,C01234,2025-06-21,136
1235,C01235,2025-07-03,91
1236,C01236,2025-09-18,158
1237,C01237,2025-09-07,249
1238,C01238,2025-08-08,50
1239,C01239,2025-11-06,163
1240,C01240,2025-01-24,142
1241,C01241,2025-02-19,52
1242,C01242,2025-07-22,177
1243,C01243,2025-04-28,84
1244,C01244,2025-06-18,137
1245,C01245,2025-08-27,35
1246,C01246,2025-03-10,130
1247,C01247,2025-04-10,92
1248,C01248,2025-01-28,259
1249,C01249,2025-06-13,30
1250,C01250,2025-05-27,119
1251,C01251,2025-08-03,129
1252,C01252,2025-10-18,213
1253,C01253,2025-09-30,162
1254,C01254,2025-07-26,191
1255,C01255,2025-01-27,235
1256,C01256,2025-05-24,284
1257,C01257,2025-01-30,93
1258,C01258,2025-06-05,151
1259,C01259,2025-02-14,269
1260,C01260,2025-02-24,365
1261,C01261,2025-11-04,304
1262,C01262,2025-07-07,107
1263,C01263,2025-03-11,65
1264,C01264,2025-02-10,138
1265,C01265,2025-11-22,220
1266,C01266,2025-06-22,138
1267,C01267,2025-08-12,136
1268,C01268,2025-05-30,268
1269,C01269,2025-02-11,105
1270,C01270,2025-04-15,282
1271,C01271,2025-04-20,116
1272,C01272,2025-01-27,97
1273,C01273,2025-08-27,128
1274,C01274,2025-10-09,229
1275,C01275,2025-08-14,47
1276,C01276,2025-07-04,65
1277,C01277,2025-04-01,365
1278,C01278,2025-09-25,60
1279,C01279,2025-01-25,160
1280,C01280,2025-02-17,163
1281,C01281,2025-03-28,138
1282,C01282,2025-10-28,184
1283,C01283,2025-04-08,73
1284,C01284,2025-07-08,155
1285,C01285,2025-04-20,108
1286,C01286,2025-04-03,189
1287,C01287,2025-05-16,51
1288,C01288,2025-07-02,161
1289,C01289,2025-09-21,62
1290,C01290,2025-05-16,85
1291,C01291,2025-02-10,70
1292,C01292,2025-11-16,61
1293,C01293,2025-07-27,261
1294,C01294,2025-04-30,87
1295,C01295,2025-10-03,342
1296,C01296,2025-08-21,365
1297,C01297,2025-10-22,161
1298,C01298,2025-11-08,51
1299,C01299,2025-10-25,108
1300,C01300,2025-02-15,246
1301,C01301,2025-07-25,106
1302,C01302,2025-04-18,36
1303,C01303,2025-08-17,156
1304,C01304,2025-06-14,272
1305,C01305,2025-08-23,245
1306,C01306,2025-11-21,60
1307,C01307,2025-03-03,193
1308,C01308,2025-08-24,71
1309,C01309,2025-10-20,70
1310,C01310,2025-02-01,292
1311,C01311,2025-11-16,78
1312,C01312,2025-01-07,81
1313,C01313,2025-10-07,30
1314,C01314,2025-01-26,290
1315,C01315,2025-02-03,243
1316,C01316,2025-11-21,178
1317,C01317,2025-01-19,223
1318,C01318,2025-09-14,54
1319,C01319,2025-05-01,129
1320,C01320,2025-03-14,102
1321,C01321,2025-07-07,38
1322,C01322,2025-09-13,137
1323,C01323,2025-05-02,334
1324,C01324,2025-05-19,30
1325,C01325,2025-05-17,88
1326,C01326,2025-11-08,68
1327,C01327,2025-09-05,75
1328,C01328,2025-03-10,321
1329,C01329,2025-07-13,132
1330,C01330,2025-10-05,131
1331,C01331,2025-11-07,228
1332,C01332,2025-10-17,54
1333,C01333,2025-02-18,137
1334,C01334,2025-03-12,122
1335,C01335,2025-11-17,168
1336,C01336,2025-05-18,365
1337,C01337,2025-02-24,232
1338,C01338,2025-09-08,114
1339,C01339,2025-03-28,262
1340,C01340,2025-03-08,58
1341,C01341,2025-01-02,30
1342,C01342,2025-08-08,67
1343,C01343,2025-11-26,100
1344,C01344,2025-07-19,143
1345,C01345,2025-06-10,174
1346,C01346,2025-01-09,323
1347,C01347,2025-01-22,143
1348,C01348,2025-05-02,141
1349,C01349,2025-09-12,30
1350,C01350,2025-04-24,30
1351,C01351,2025-08-22,155
1352,C01352,2025-03-05,124
1353,C01353,2025-11-19,269
1354,C01354,2025-06-27,56
1355,C01355,2025-07-04,30
1356,C01356,2025-08-17,127
1357,C01357,2025-05-29,75
1358,C01358,2025-02-05,30
1359,C01359,2025-08-27,213
1360,C01360,2025-07-25,43
1361,C01361,2025-02-13,172
1362,C01362,2025-06-15,85
1363,C01363,2025-06-03,59
1364,C01364,2025-10-25,109
1365,C01365,2025-11-18,247
1366,C01366,2025-11-29,113
1367,C01367,2025-05-07,224
1368,C01368,2025-06-25,47
1369,C01369,2025-11-17,233
1370,C01370,2025-08-17,75
1371,C01371,2025-01-26,195
1372,C01372,2025-04-20,159
1373,C01373,2025-06-16,344
1374,C01374,2025-10-30,111
1375,C01375,2025-03-27,30
1376,C01376,2025-03-31,30
1377,C01377,2025-03-09,261
1378,C01378,2025-07-15,147
1379,C01379,2025-03-04,235
1380,C01380,2025-08-29,74
1381,C01381,2025-04-20,101
1382,C01382,2025-10-25,30
1383,C01383,2025-02-04,365
1384,C01384,2025-11-04,192
1385,C01385,2025-01-19,349
1386,C01386,2025-04-02,82
1387,C01387,2025-04-11,173
1388,C01388,2025-06-01,195
1389,C01389,2025-03-06,94
1390,C01390,2025-04-11,274
1391,C01391,2025-04-08,365
1392,C01392,2025-03-12,300
1393,C01393,2025-09-29,219
1394,C01394,2025-06-09,85
1395,C01395,2025-11-30,86
1396,C01396,2025-07-14,365
1397,C01397,2025-06-28,30
1398,C01398,2025-01-13,209
1399,C01399,2025-07-10,206
1400,C01400,2025-02-13,176
1401,C01401,2025-07-03,365
1402,C01402,2025-05-24,93
1403,C01403,2025-09-21,100
1404,C01404,2025-02-01,34
1405,C01405,2025-07-16,125
1406,C01406,2025-05-30,81
1407,C01407,2025-02-13,101
1408,C01408,2025-10-03,266
1409,C01409,2025-05-19,352
1410,C01410,2025-02-11,62
1411,C01411,2025-01-18,108
1412,C01412,2025-02-04,343
1413,C01413,2025-11-22,30
1414,C01414,2025-10-02,37
1415,C01415,2025-01-04,56
1416,C01416,2025-04-21,168
1417,C01417,2025-07-03,53
1418,C01418,2025-05-18,365
1419,C01419,2025-10-12,126
1420,C01420,2025-03-18,141
1421,C01421,2025-10-05,77
1422,C01422,2025-09-22,133
1423,C01423,2025-07-08,189
1424,C01424,2025-10-01,224
1425,C01425,2025-01-27,225
1426,C01426,2025-04-04,163
1427,C01427,2025-01-07,317
1428,C01428,2025-08-18,256
1429,C01429,2025-04-21,226
1430,C01430,2025-01-24,30
1431,C01431,2025-04-29,30
1432,C01432,2025-04-06,69
1433,C01433,2025-03-19,190
1434,C01434,2025-03-16,117
1435,C01435,2025-11-28,115
1436,C01436,2025-03-17,300
1437,C01437,2025-10-10,309
1438,C01438,2025-10-17,322
1439,C01439,2025-05-02,93
1440,C01440,2025-06-09,200
1441,C01441,2025-11-24,83
1442,C01442,2025-08-26,63
1443,C01443,2025-11-13,62
1444,C01444,2025-04-06,100
1445,C01445,2025-10-03,122
1446,C01446,2025-06-08,264
1447,C01447,2025-10-02,45
1448,C01448,2025-07-11,217
1449,C01449,2025-05-01,149
1450,C01450,2025-11-30,87
1451,C01451,2025-06-26,139
1452,C01452,2025-04-20,90
1453,C01453,2025-03-09,168
1454,C01454,2025-08-05,123
1455,C01455,2025-09-05,57
1456,C01456,2025-01-08,44
1457,C01457,2025-09-26,153
1458,C01458,2025-08-27,316
1459,C01459,2025-03-11,101
1460,C01460,2025-08-20,216
1461,C01461,2025-01-14,188
1462,C01462,2025-08-02,347
1463,C01463,2025-11-04,258
1464,C01464,2025-07-19,159
1465,C01465,2025-05-22,188
1466,C01466,2025-04-21,312
1467,C01467,2025-01-05,114
1468,C01468,2025-06-16,97
1469,C01469,2025-11-24,30
1470,C01470,2025-10-24,261
1471,C01471,2025-11-08,247
1472,C01472,2025-03-17,41
1473,C01473,2025-04-21,162
1474,C01474,2025-08-01,131
1475,C01475,2025-10-26,45
1476,C01476,2025-01-09,365
1477,C01477,2025-03-27,69
1478,C01478,2025-06-10,30
1479,C01479,2025-09-04,168
1480,C01480,2025-10-27,219
1481,C01481,2025-01-21,30
1482,C01482,2025-06-10,188
1483,C01483,2025-02-22,149
1484,C01484,2025-09-13,41
1485,C01485,2025-08-11,59
1486,C01486,2025-10-24,160
1487,C01487,2025-02-05,89
1488,C01488,2025-04-23,356
1489,C01489,2025-01-19,257
1490,C01490,2025-08-10,365
1491,C01491,2025-05-31,80
1492,C01492,2025-01-14,365
1493,C01493,2025-10-08,122
1494,C01494,2025-10-24,102
1495,C01495,2025-10-24,30
1496,C01496,2025-04-10,30
1497,C01497,2025-02-17,200
1498,C01498,2025-03-16,129
1499,C01499,2025-05-01,72
1500,C01500,2025-07-09,174
1501,C01501,2025-06-18,79
1502,C01502,2025-09-02,163
1503,C01503,2025-10-05,104
1504,C01504,2025-10-05,259
1505,C01505,2025-02-02,258
1506,C01506,2025-06-17,134
1507,C01507,2025-03-09,102
1508,C01508,2025-10-19,105
1509,C01509,2025-06-05,250
1510,C01510,2025-06-16,97
1511,C01511,2025-05-26,68
1512,C01512,2025-07-01,35
1513,C01513,2025-05-29,132
1514,C01514,2025-11-26,136
1515,C01515,2025-07-23,270
1516,C01516,2025-04-12,71
1517,C01517,2025-10-19,110
1518,C01518,2025-01-23,251
1519,C01519,2025-03-29,259
1520,C01520,2025-11-02,111
1521,C01521,2025-11-10,130
1522,C01522,2025-06-26,91
1523,C01523,2025-06-28,348
1524,C01524,2025-10-25,45
1525,C01525,2025-09-12,350
1526,C01526,2025-03-20,197
1527,C01527,2025-05-11,149
1528,C01528,2025-09-17,30
1529,C01529,2025-11-21,134
1530,C01530,2025-02-11,116
1531,C01531,2025-04-23,56
1532,C01532,2025-11-20,188
1533,C01533,2025-10-18,365
1534,C01534,2025-07-01,158
1535,C01535,2025-08-12,209
1536,C01536,2025-04-14,30
1537,C01537,2025-11-16,119
1538,C01538,2025-04-24,44
1539,C01539,2025-05-29,173
1540,C01540,2025-06-23,356
1541,C01541,2025-01-11,189
1542,C01542,2025-09-20,33
1543,C01543,2025-04-14,103
1544,C01544,2025-04-23,155
1545,C01545,2025-01-18,115
1546,C01546,2025-10-04,265
1547,C01547,2025-01-02,254
1548,C01548,2025-04-25,173
1549,C01549,2025-10-27,108
1550,C01550,2025-02-28,79
1551,C01551,2025-05-21,41
1552,C01552,2025-04-05,103
1553,C01553,2025-01-13,118
1554,C01554,2025-04-28,194
1555,C01555,2025-05-25,188
1556,C01556,2025-11-16,31
1557,C01557,2025-11-21,113
1558,C01558,2025-05-24,61
1559,C01559,2025-11-11,55
1560,C01560,2025-08-05,262
1561,C01561,2025-05-07,30
1562,C01562,2025-01-31,119
1563,C01563,2025-03-08,58
1564,C01564,2025-05-25,296
1565,C01565,2025-06-11,156
1566,C01566,2025-02-21,73
1567,C01567,2025-05-13,141
1568,C01568,2025-06-22,216
1569,C01569,2025-03-27,365
1570,C01570,2025-04-20,71
1571,C01571,2025-11-26,301
1572,C01572,2025-11-04,350
1573,C01573,2025-10-31,329
1574,C01574,2025-07-22,181
1575,C01575,2025-09-15,179
1576,C01576,2025-10-06,115
1577,C01577,2025-11-07,224
1578,C01578,2025-04-21,149
1579,C01579,2025-02-21,195
1580,C01580,2025-11-29,122
1581,C01581,2025-08-26,216
1582,C01582,2025-10-25,260
1583,C01583,2025-03-07,52
1584,C01584,2025-02-21,265
1585,C01585,2025-06-29,152
1586,C01586,2025-09-19,272
1587,C01587,2025-02-18,122
1588,C01588,2025-07-26,109
1589,C01589,2025-06-11,328
1590,C01590,2025-09-10,78
1591,C01591,2025-11-11,272
1592,C01592,2025-11-06,136
1593,C01593,2025-05-22,144
1594,C01594,2025-04-11,92
1595,C01595,2025-09-02,161
1596,C01596,2025-11-12,96
1597,C01597,2025-02-03,30
1598,C01598,2025-09-10,83
1599,C01599,2025-03-16,30
1600,C01600,2025-07-09,365
1601,C01601,2025-03-21,365
1602,C01602,2025-10-06,113
1603,C01603,2025-11-18,214
1604,C01604,2025-06-24,101
1605,C01605,2025-06-23,193
1606,C01606,2025-01-17,250
1607,C01607,2025-02-25,365
1608,C01608,2025-02-26,115
1609,C01609,2025-11-21,238
1610,C01610,2025-03-04,82
1611,C01611,2025-03-07,365
1612,C01612,2025-05-09,30
1613,C01613,2025-11-06,170
1614,C01614,2025-09-22,189
1615,C01615,2025-10-04,199
1616,C01616,2025-07-11,45
1617,C01617,2025-09-01,356
1618,C01618,2025-01-28,61
1619,C01619,2025-11-25,176
1620,C01620,2025-09-15,71
1621,C01621,2025-11-06,92
1622,C01622,2025-06-12,153
1623,C01623,2025-10-14,119
1624,C01624,2025-05-18,56
1625,C01625,2025-06-05,58
1626,C01626,2025-11-09,119
1627,C01627,2025-01-21,226
1628,C01628,2025-10-18,312
1629,C01629,2025-11-18,35
1630,C01630,2025-07-03,113
1631,C01631,2025-04-25,40
1632,C01632,2025-05-11,30
1633,C01633,2025-03-05,189
1634,C01634,2025-04-11,170
1635,C01635,2025-04-19,56
1636,C01636,2025-11-24,74
1637,C01637,2025-06-20,30
1638,C01638,2025-01-18,266
1639,C01639,2025-05-03,365
1640,C01640,2025-08-08,49
1641,C01641,2025-09-22,73
1642,C01642,2025-09-30,288
1643,C01643,2025-05-12,341
1644,C01644,2025-05-08,119
1645,C01645,2025-09-22,30
1646,C01646,2025-03-01,30
1647,C01647,2025-03-04,161
1648,C01648,2025-01-17,113
1649,C01649,2025-08-30,30
1650,C01650,2025-06-20,164
1651,C01651,2025-11-01,30
1652,C01652,2025-11-22,240
1653,C01653,2025-02-05,92
1654,C01654,2025-04-30,30
1655,C01655,2025-02-17,166
1656,C01656,2025-08-23,114
1657,C01657,2025-03-11,365
1658,C01658,2025-05-03,153
1659,C01659,2025-06-07,84
1660,C01660,2025-09-06,207
1661,C01661,2025-10-23,83
1662,C01662,2025-09-18,317
1663,C01663,2025-10-18,108
1664,C01664,2025-06-26,154
1665,C01665,2025-09-14,30
1666,C01666,2025-01-27,121
1667,C01667,2025-09-08,264
1668,C01668,2025-09-02,250
1669,C01669,2025-07-08,72
1670,C01670,2025-06-25,72
1671,C01671,2025-05-15,256
1672,C01672,2025-04-05,345
1673,C01673,2025-12-01,38
1674,C01674,2025-04-22,127
1675,C01675,2025-02-17,99
1676,C01676,2025-04-14,290
1677,C01677,2025-09-17,35
1678,C01678,2025-08-09,68
1679,C01679,2025-07-02,224
1680,C01680,2025-08-22,30
1681,C01681,2025-05-23,138
1682,C01682,2025-06-20,125
1683,C01683,2025-09-04,98
1684,C01684,2025-06-12,113
1685,C01685,2025-08-03,149
1686,C01686,2025-07-13,56
1687,C01687,2025-08-19,161
1688,C01688,2025-02-01,250
1689,C01689,2025-01-20,228
1690,C01690,2025-08-02,54
1691,C01691,2025-11-24,53
1692,C01692,2025-03-16,82
1693,C01693,2025-09-21,105
1694,C01694,2025-04-24,117
1695,C01695,2025-10-23,196
1696,C01696,2025-05-13,30
1697,C01697,2025-03-14,30
1698,C01698,2025-01-09,113
1699,C01699,2025-06-08,202
1700,C01700,2025-01-19,64
1701,C01701,2025-09-10,183
1702,C01702,2025-01-19,80
1703,C01703,2025-08-14,301
1704,C01704,2025-03-27,310
1705,C01705,2025-11-26,89
1706,C01706,2025-09-10,73
1707,C01707,2025-05-09,117
1708,C01708,2025-01-23,76
1709,C01709,2025-11-11,193
1710,C01710,2025-11-30,261
1711,C01711,2025-07-29,193
1712,C01712,2025-02-09,260
1713,C01713,2025-05-29,114
1714,C01714,2025-11-19,55
1715,C01715,2025-11-21,218
1716,C01716,2025-09-07,105
1717,C01717,2025-11-21,193
1718,C01718,2025-11-08,83
1719,C01719,2025-02-05,34
1720,C01720,2025-04-04,365
1721,C01721,2025-08-03,55
1722,C01722,2025-07-09,365
1723,C01723,2025-10-09,365
1724,C01724,2025-04-09,244
1725,C01725,2025-06-13,189
1726,C01726,2025-04-26,163
1727,C01727,2025-08-06,286
1728,C01728,2025-01-28,87
1729,C01729,2025-06-03,132
1730,C01730,2025-02-18,175
1731,C01731,2025-01-30,117
1732,C01732,2025-02-06,121
1733,C01733,2025-09-12,97
1734,C01734,2025-05-06,159
1735,C01735,2025-07-06,276
1736,C01736,2025-10-27,66
1737,C01737,2025-01-25,351
1738,C01738,2025-10-05,199
1739,C01739,2025-07-25,259
1740,C01740,2025-05-15,156
1741,C01741,2025-04-04,237
1742,C01742,2025-10-29,30
1743,C01743,2025-09-01,256
1744,C01744,2025-05-10,30
1745,C01745,2025-01-05,305
1746,C01746,2025-02-01,365
1747,C01747,2025-05-04,89
1748,C01748,2025-06-27,68
1749,C01749,2025-11-09,230
1750,C01750,2025-02-13,79
1751,C01751,2025-11-29,286
1752,C01752,2025-04-27,40
1753,C01753,2025-11-13,47
1754,C01754,2025-07-04,365
1755,C01755,2025-10-14,194
1756,C01756,2025-06-09,273
1757,C01757,2025-08-29,96
1758,C01758,2025-08-20,195
1759,C01759,2025-03-28,168
1760,C01760,2025-08-08,170
1761,C01761,2025-04-19,197
1762,C01762,2025-09-28,162
1763,C01763,2025-01-02,122
1764,C01764,2025-03-16,84
1765,C01765,2025-02-11,232
1766,C01766,2025-04-04,72
1767,C01767,2025-05-31,200
1768,C01768,2025-04-01,74
1769,C01769,2025-07-31,177
1770,C01770,2025-03-10,222
1771,C01771,2025-07-25,70
1772,C01772,2025-04-10,30
1773,C01773,2025-11-15,48
1774,C01774,2025-10-24,171
1775,C01775,2025-11-12,275
1776,C01776,2025-04-22,30
1777,C01777,2025-02-24,217
1778,C01778,2025-11-25,100
1779,C01779,2025-08-25,135
1780,C01780,2025-04-07,344
1781,C01781,2025-09-07,98
1782,C01782,2025-02-08,131
1783,C01783,2025-11-19,30
1784,C01784,2025-01-03,34
1785,C01785,2025-12-01,80
1786,C01786,2025-02-13,30
1787,C01787,2025-01-12,179
1788,C01788,2025-10-23,121
1789,C01789,2025-01-19,154
1790,C01790,2025-01-21,59
1791,C01791,2025-08-14,89
1792,C01792,2025-11-19,190
1793,C01793,2025-04-16,365
1794,C01794,2025-09-10,30
1795,C01795,2025-07-26,305
1796,C01796,2025-04-16,162
1797,C01797,2025-01-11,158
1798,C01798,2025-07-11,141
1799,C01799,2025-11-05,31
1800,C01800,2025-09-28,37
1801,C01801,2025-06-23,170
1802,C01802,2025-04-18,100
1803,C01803,2025-03-17,330
1804,C01804,2025-06-22,116
1805,C01805,2025-02-05,51
1806,C01806,2025-02-03,209
1807,C01807,2025-02-19,88
